time,ShortWave,Cloud,AirTemp,RelHum,WindSpeed,Rain
1996-01-25 21:00:00,0,1,-2.8,83.4,2.6,0
1996-01-25 22:00:00,0,1,-2.9,82.6,1.5,0
1996-01-25 23:00:00,0,1,-2.9,82.6,2.1,0
1996-01-26 00:00:00,0,1,-2.9,82.6,1.5,0
1996-01-26 01:00:00,0,1,-3,82.61,1.5,0
1996-01-26 02:00:00,0,1,-2.9,84.02,1.5,0
1996-01-26 03:00:00,0,1,-3,84.04,1.5,0
1996-01-26 04:00:00,0,1,-3,84.04,2.1,0
1996-01-26 05:00:00,0,1,-3.2,84.47,1.5,0
1996-01-26 06:00:00,0,1,-3.2,84.47,2.1,0
1996-01-26 07:00:00,0,1,-3.2,87.16,2.1,0
1996-01-26 08:00:00,2.78,1,-3.1,87.13,2.1,0
1996-01-26 09:00:00,13.9,1,-3,87.91,1.5,0
1996-01-26 10:00:00,30.58,1,-2.9,87.87,2.6,0
1996-01-26 11:00:00,52.82,1,-2.5,87.27,2.1,0
1996-01-26 12:00:00,77.84,1,-2.1,85.3,1,0
1996-01-26 13:00:00,94.52,1,-1.9,85.37,1,0
1996-01-26 14:00:00,88.96,1,-1.6,85.53,1,0
1996-01-26 15:00:00,50.04,1,-1.5,85.45,1,0
1996-01-26 16:00:00,27.8,1,-1.4,86.09,0.5,0
1996-01-26 17:00:00,5.56,1,-1.5,86.18,1,0
1996-01-26 18:00:00,0,1,-1.4,87.36,1,0
1996-01-26 19:00:00,0,1,-1.2,87.52,0.5,0
1996-01-26 20:00:00,0,0.75,-1.1,86.88,1,0
1996-01-26 21:00:00,0,1,-1.4,86.09,1,0
1996-01-26 22:00:00,0,0.75,-1.3,84.93,0,0
1996-01-26 23:00:00,0,0.25,-1.8,87.35,1,0
1996-01-27 00:00:00,0,1,-2,89.41,1.5,0
1996-01-27 01:00:00,0,0.375,-2,90.73,0.5,0
1996-01-27 02:00:00,0,0.875,-2.1,92.74,0.5,0
1996-01-27 03:00:00,0,0.875,-2,93.39,0.5,0
1996-01-27 04:00:00,0,1,-1.6,94.17,1,0
1996-01-27 05:00:00,0,1,-1.4,94.25,1,0
1996-01-27 06:00:00,0,1,-1.7,93.38,1.5,0
1996-01-27 07:00:00,0,1,-1.7,92.83,1,0
1996-01-27 08:00:00,13.9,1,-1.6,91.41,1.5,0
1996-01-27 09:00:00,86.18,1,-1.1,88.83,2.1,0
1996-01-27 10:00:00,102.86,0.875,-0.5,85.03,1,0
1996-01-27 11:00:00,227.96,0.75,1.2,76.85,0,0
1996-01-27 12:00:00,303.02,0.875,2.5,70.04,1.5,0
1996-01-27 13:00:00,364.18,0.625,3.5,62.45,0,0
1996-01-27 14:00:00,239.08,0.5,3,65.09,1,0
1996-01-27 15:00:00,136.22,0.625,2.5,67.44,1,0
1996-01-27 16:00:00,66.72,0.75,1.9,69.95,1,0
1996-01-27 17:00:00,13.9,0.75,1,73.39,0.5,0
1996-01-27 18:00:00,0,0.625,0.2,80.17,0.5,0
1996-01-27 19:00:00,0,0.5,-0.7,88.86,1.5,0
1996-01-27 20:00:00,0,0.375,-1,93.47,3.1,0
1996-01-27 21:00:00,0,1,-1.2,95.56,2.1,0
1996-01-27 22:00:00,0,1,-1,95.58,2.6,0
1996-01-27 23:00:00,0,1,-1,95.58,2.1,0
1996-01-28 00:00:00,0,1,-1.1,95.57,2.6,0
1996-01-28 01:00:00,0,1,-1.3,95.54,2.1,0
1996-01-28 02:00:00,0,1,-1.4,96.24,2.1,0
1996-01-28 03:00:00,0,1,-1.5,96.95,2.1,0
1996-01-28 04:00:00,0,1,-1.7,97.65,2.6,0
1996-01-28 05:00:00,0,1,-2,96.98,3.1,0
1996-01-28 06:00:00,0,1,-2.2,96.89,2.1,0
1996-01-28 07:00:00,0,1,-2.3,97.02,1.5,0
1996-01-28 08:00:00,2.78,1,-2,98.5,1,0
1996-01-28 09:00:00,13.9,1,-1.6,99.14,1.5,0
1996-01-28 10:00:00,25.02,1,-1.3,99.14,2.1,0
1996-01-28 11:00:00,47.26,1,-1.1,94.86,1.5,0
1996-01-28 12:00:00,55.6,1,-0.8,92.81,2.6,0
1996-01-28 13:00:00,63.94,1,-0.7,90.07,3.1,0
1996-01-28 14:00:00,55.6,1,-0.7,87.48,2.1,0
1996-01-28 15:00:00,27.8,1,-0.7,88.17,2.6,0
1996-01-28 16:00:00,11.12,1,-0.9,88.07,3.1,0
1996-01-28 17:00:00,2.78,1,-1,88.19,2.1,0
1996-01-28 18:00:00,0,1,-0.9,88.77,3.6,0
1996-01-28 19:00:00,0,1,-0.9,89.47,3.1,0
1996-01-28 20:00:00,0,1,-1,90.12,4.1,0
1996-01-28 21:00:00,0,1,-1,90.12,3.1,0
1996-01-28 22:00:00,0,1,-1.1,90.78,4.1,0
1996-01-28 23:00:00,0,1,-1.2,90.74,2.6,0
1996-01-29 00:00:00,0,1,-1.5,90.74,4.1,0
1996-01-29 01:00:00,0,1,-1.9,91.38,4.6,0
1996-01-29 02:00:00,0,1,-2.3,91.41,3.6,0
1996-01-29 03:00:00,0,1,-2.6,91.28,3.6,0
1996-01-29 04:00:00,0,1,-2.7,91.36,3.1,0
1996-01-29 05:00:00,0,1,-2.8,91.24,3.1,0
1996-01-29 06:00:00,0,1,-2.9,91.31,3.1,0
1996-01-29 07:00:00,0,1,-2.9,91.31,3.6,0
1996-01-29 08:00:00,2.78,1,-3,90.56,3.1,0
1996-01-29 09:00:00,16.68,1,-2.9,90.5,2.1,0
1996-01-29 10:00:00,36.14,1,-2.7,89.96,2.6,0
1996-01-29 11:00:00,63.94,1,-2.2,88.62,2.6,0
1996-01-29 12:00:00,72.28,1,-1.8,86.05,1.5,0
1996-01-29 13:00:00,72.28,1,-1.4,84.83,2.1,0
1996-01-29 14:00:00,88.96,1,-1,81.15,1.5,0
1996-01-29 15:00:00,105.64,0.875,-1,79.39,1.5,0
1996-01-29 16:00:00,44.48,1,-1.4,80.48,1.5,0
1996-01-29 17:00:00,5.56,1,-1.9,81.61,1.5,0
1996-01-29 18:00:00,0,1,-2.2,83.43,2.1,0
1996-01-29 19:00:00,0,1,-2.4,84.67,2.6,0
1996-01-29 20:00:00,0,1,-2.5,85.89,1.5,0
1996-01-29 21:00:00,0,1,-2.5,85.89,1.5,0
1996-01-29 22:00:00,0,1,-2.4,87.21,3.1,0
1996-01-29 23:00:00,0,1,-2.5,87.86,3.6,0
1996-01-30 00:00:00,0,1,-2.7,87.97,4.1,0
1996-01-30 01:00:00,0,1,-2.7,87.97,2.6,0
1996-01-30 02:00:00,0,1,-2.8,87.82,2.6,0
1996-01-30 03:00:00,0,1,-2.7,87.97,2.1,0
1996-01-30 04:00:00,0,1,-2.6,87.91,2.6,0
1996-01-30 05:00:00,0,1,-2.6,87.91,2.6,0
1996-01-30 06:00:00,0,1,-2.4,87.99,2.6,2.5e-05
1996-01-30 07:00:00,0,1,-2.1,87.97,3.1,0
1996-01-30 08:00:00,2.78,1,-2.2,88.04,3.1,0
1996-01-30 09:00:00,8.34,1,-2.2,88.04,2.6,0
1996-01-30 10:00:00,22.24,1,-2.1,86.06,3.6,0
1996-01-30 11:00:00,33.36,1,-1.9,84.8,2.6,0
1996-01-30 12:00:00,38.92,1,-1.9,84.05,3.6,0
1996-01-30 13:00:00,41.7,1,-1.7,83.56,3.6,0
1996-01-30 14:00:00,36.14,1,-1.4,83.01,2.6,0
1996-01-30 15:00:00,30.58,1,-1.5,81.07,3.6,0
1996-01-30 16:00:00,16.68,0.875,-1.4,81.02,3.6,0
1996-01-30 17:00:00,2.78,1,-1.4,81.02,2.6,0
1996-01-30 18:00:00,0,1,-1.4,79.21,3.6,0
1996-01-30 19:00:00,0,1,-1.4,78.66,3.1,0
1996-01-30 20:00:00,0,1,-1.4,77.58,3.1,0
1996-01-30 21:00:00,0,1,-1.6,76.88,3.1,0
1996-01-30 22:00:00,0,1,-1.9,77.47,3.1,0
1996-01-30 23:00:00,0,1,-2.3,77.27,3.1,0
1996-01-31 00:00:00,0,1,-2.7,77.2,3.6,0
1996-01-31 01:00:00,0,1,-3.1,77.68,3.6,0
1996-01-31 02:00:00,0,1,-3.7,78.22,3.6,0
1996-01-31 03:00:00,0,1,-4.4,78.13,4.1,0
1996-01-31 04:00:00,0,1,-4.8,78.65,3.6,0
1996-01-31 05:00:00,0,0.875,-5.3,78.53,3.1,0
1996-01-31 06:00:00,0,0.125,-6,79.75,3.1,0
1996-01-31 07:00:00,0,0.5,-6.2,80.2,3.1,0
1996-01-31 08:00:00,16.68,0.625,-6.4,80.91,3.6,0
1996-01-31 09:00:00,77.84,0.375,-5.6,77.86,2.6,0
1996-01-31 10:00:00,122.32,0.25,-5,75.58,2.6,0
1996-01-31 11:00:00,286.34,0.25,-2.4,61.26,2.6,0
1996-01-31 12:00:00,308.58,0.25,-1.2,54.83,2.1,0
1996-01-31 13:00:00,361.4,0.125,0.9,47.85,3.1,0
1996-01-31 14:00:00,300.24,0.125,1,46.29,2.1,0
1996-01-31 15:00:00,208.5,0,0.5,48.46,1,0
1996-01-31 16:00:00,61.16,0,0,49.75,1,0
1996-01-31 17:00:00,11.12,0,-1.1,51.42,3.6,0
1996-01-31 18:00:00,0,0,-1.8,54.69,2.6,0
1996-01-31 19:00:00,0,0,-2.8,59.69,1.5,0
1996-01-31 20:00:00,0,0,-3.6,64.84,1.5,0
1996-01-31 21:00:00,0,0,-4.5,73.24,1.5,0
1996-01-31 22:00:00,0,0,-5,79.14,1.5,0
1996-01-31 23:00:00,0,0,-5.4,82.3,1.5,0
1996-02-01 00:00:00,0,0.125,-5.6,84.31,1.5,0
1996-02-01 01:00:00,0,0,-6,85.38,1,0
1996-02-01 02:00:00,0,0,-6.4,87.5,1,0
1996-02-01 03:00:00,0,0.875,-6.5,90.29,1.5,0
1996-02-01 04:00:00,0,0.875,-5.9,90.82,1,0
1996-02-01 05:00:00,0,0.875,-5.4,90.36,1.5,0
1996-02-01 06:00:00,0,1,-5.4,90.36,1,0
1996-02-01 07:00:00,0,1,-5.2,90.21,0.5,0
1996-02-01 08:00:00,5.56,1,-5,90.27,2.1,0
1996-02-01 09:00:00,30.58,1,-4.9,91.01,1,0
1996-02-01 10:00:00,83.4,1,-4.3,91.03,1.5,0
1996-02-01 11:00:00,102.86,1,-4,89.67,0.5,0
1996-02-01 12:00:00,122.32,1,-3.6,87.88,1,0
1996-02-01 13:00:00,141.78,0.875,-3.5,86.38,1.5,0
1996-02-01 14:00:00,239.08,1,-2.2,80.36,1,0
1996-02-01 15:00:00,211.28,0.875,-1.5,75.22,0.5,0
1996-02-01 16:00:00,66.72,0.75,-1.8,77.46,1,0
1996-02-01 17:00:00,13.9,0.75,-2.3,80.95,0.5,0
1996-02-01 18:00:00,0,0.875,-2.6,85.93,0.5,0
1996-02-01 19:00:00,0,0.625,-2.9,88.47,0,0
1996-02-01 20:00:00,0,1,-3.2,91.3,1,0
1996-02-01 21:00:00,0,1,-3.1,91.85,1,0
1996-02-01 22:00:00,0,1,-3,91.99,1,0
1996-02-01 23:00:00,0,0.375,-3,91.99,1,0
1996-02-02 00:00:00,0,0.375,-3.6,94.06,0.5,0
1996-02-02 01:00:00,0,1,-3.6,97.69,0.5,0
1996-02-02 02:00:00,0,0.875,-3.4,98.34,1.5,0
1996-02-02 03:00:00,0,0.625,-3.5,98.44,2.1,0
1996-02-02 04:00:00,0,0.875,-3.7,99.92,2.1,0
1996-02-02 05:00:00,0,1,-3.8,99.81,1.5,0
1996-02-02 06:00:00,0,1,-3.6,99.82,1.5,0
1996-02-02 07:00:00,0,1,-3.4,99.81,2.1,0
1996-02-02 08:00:00,11.12,0.875,-3.1,99.87,2.1,0
1996-02-02 09:00:00,61.16,0.875,-2.5,99.85,1.5,0
1996-02-02 10:00:00,175.14,0.875,-0.9,86.15,1.5,0
1996-02-02 11:00:00,289.12,0.875,1.5,72.42,0.5,0
1996-02-02 12:00:00,344.72,0.875,3.3,59.2,1,0
1996-02-02 13:00:00,289.12,0.875,3.8,58.4,0.5,0
1996-02-02 14:00:00,266.88,0.75,5.1,54.13,2.1,0
1996-02-02 15:00:00,150.12,1,4.3,56.03,1,0
1996-02-02 16:00:00,30.58,1,3.9,57.13,1.5,0
1996-02-02 17:00:00,8.34,1,3.5,62.45,1,0
1996-02-02 18:00:00,0,0.875,2.9,70.61,1,0
1996-02-02 19:00:00,0,0.875,2.5,78.25,1,0
1996-02-02 20:00:00,0,0.875,2.2,83.43,0,0
1996-02-02 21:00:00,0,1,1.7,86.46,1.5,0
1996-02-02 22:00:00,0,1,1.8,87.85,1,0
1996-02-02 23:00:00,0,1,1.9,88.51,1,0
1996-02-03 00:00:00,0,1,1.9,90.37,1,0
1996-02-03 01:00:00,0,1,2,91.71,0,0
1996-02-03 02:00:00,0,1,2.1,91.06,0.5,0
1996-02-03 03:00:00,0,1,2.6,96.57,1.5,0
1996-02-03 04:00:00,0,1,2.6,99.97,2.1,0
1996-02-03 05:00:00,0,1,2.4,100,1.5,0
1996-02-03 06:00:00,0,1,2.3,100,1,1e-04
1996-02-03 07:00:00,0,1,2.2,100,1,0
1996-02-03 08:00:00,2.78,1,2.2,100,1,0
1996-02-03 09:00:00,8.34,1,2.3,100,1,0
1996-02-03 10:00:00,30.58,1,2.5,100,1,0
1996-02-03 11:00:00,80.62,0.75,2.9,99.99,1,0
1996-02-03 12:00:00,233.52,0.75,4.5,97.31,2.1,5e-04
1996-02-03 13:00:00,189.04,0.75,4.4,82.56,2.6,0
1996-02-03 14:00:00,247.42,0.75,4.4,70,1.5,0
1996-02-03 15:00:00,108.42,0.875,3.7,79.55,2.1,0
1996-02-03 16:00:00,80.62,0.875,3.6,74.54,1.5,0
1996-02-03 17:00:00,13.9,0.875,2.5,81.67,1.5,0
1996-02-03 18:00:00,0,0.875,2,86.61,1.5,0
1996-02-03 19:00:00,0,0.875,1.9,88.51,1,0
1996-02-03 20:00:00,0,0.625,2,89.16,1,0
1996-02-03 21:00:00,0,0.625,1.1,89.65,1.5,0
1996-02-03 22:00:00,0,0.875,0.6,95.75,1,0
1996-02-03 23:00:00,0,0.75,0,99.18,2.6,0
1996-02-04 00:00:00,0,0.75,-0.5,99.29,1,0
1996-02-04 01:00:00,0,0.75,-0.7,99.88,2.6,0
1996-02-04 02:00:00,0,0.875,-0.1,99.9,2.1,0
1996-02-04 03:00:00,0,0.875,-0.5,99.96,1,0
1996-02-04 04:00:00,0,1,-0.4,99.91,1,0
1996-02-04 05:00:00,0,1,-0.2,99.97,1,0
1996-02-04 06:00:00,0,1,0.3,98.49,3.1,0
1996-02-04 07:00:00,0,1,-0.1,95.62,3.6,0
1996-02-04 08:00:00,5.56,1,-0.4,90.82,3.6,0
1996-02-04 09:00:00,30.58,1,-0.5,90.12,2.6,0
1996-02-04 10:00:00,61.16,1,-0.4,90.14,2.6,0
1996-02-04 11:00:00,91.74,1,-0.2,81.87,3.1,0
1996-02-04 12:00:00,116.76,1,0.1,73.77,2.6,0
1996-02-04 13:00:00,63.94,1,-0.1,73.69,2.6,0
1996-02-04 14:00:00,75.06,1,-0.3,72.09,2.6,0
1996-02-04 15:00:00,52.82,1,-0.5,68.74,1,0
1996-02-04 16:00:00,30.58,1,-0.8,68.17,2.1,0
1996-02-04 17:00:00,5.56,1,-1.2,71.27,1.5,0
1996-02-04 18:00:00,0,1,-1.5,69.56,3.6,0
1996-02-04 19:00:00,0,1,-2.1,69.46,2.6,0
1996-02-04 20:00:00,0,1,-2.4,68.87,2.6,0
1996-02-04 21:00:00,0,1,-2.6,68.91,3.1,0
1996-02-04 22:00:00,0,1,-3,68.13,2.1,0
1996-02-04 23:00:00,0,1,-3.1,68.63,2.1,0
1996-02-05 00:00:00,0,1,-3.2,68.73,2.6,0
1996-02-05 01:00:00,0,1,-3.2,68.11,2.1,0
1996-02-05 02:00:00,0,1,-3.2,68.73,2.1,0
1996-02-05 03:00:00,0,1,-3.4,69.76,3.6,0
1996-02-05 04:00:00,0,1,-3.5,70.29,2.1,0
1996-02-05 05:00:00,0,1,-3.8,69.06,3.1,0
1996-02-05 06:00:00,0,1,-4,69.45,2.1,0
1996-02-05 07:00:00,0,1,-4.1,70.63,2.1,0
1996-02-05 08:00:00,5.56,1,-4.1,71.08,2.6,0
1996-02-05 09:00:00,41.7,1,-4,71.86,2.1,0
1996-02-05 10:00:00,111.2,1,-3.4,71.44,1.5,0
1996-02-05 11:00:00,208.5,0.75,-2.2,67.28,2.6,0
1996-02-05 12:00:00,244.64,0.875,-1.3,58.3,2.1,0
1996-02-05 13:00:00,258.54,0.875,-1,53.51,3.1,0
1996-02-05 14:00:00,144.56,0.875,-1.6,55.91,1.5,0
1996-02-05 15:00:00,77.84,0.875,-2.3,59.84,2.6,0
1996-02-05 16:00:00,44.48,0.75,-2.6,57.42,1.5,0
1996-02-05 17:00:00,13.9,0.5,-3.7,59.95,2.6,0
1996-02-05 18:00:00,0,0.25,-4.3,63.61,2.1,0
1996-02-05 19:00:00,0,0,-4.9,67.26,2.1,0
1996-02-05 20:00:00,0,0,-5.2,68.08,1.5,0
1996-02-05 21:00:00,0,0,-5.6,73.15,2.1,0
1996-02-05 22:00:00,0,0,-6.1,76.5,1,0
1996-02-05 23:00:00,0,0,-6.1,76.5,2.6,0
1996-02-06 00:00:00,0,0,-6,73.62,2.6,0
1996-02-06 01:00:00,0,0,-6.5,75.95,1.5,0
1996-02-06 02:00:00,0,0,-6.7,77.66,1.5,0
1996-02-06 03:00:00,0,0,-6.8,79.62,3.1,0
1996-02-06 04:00:00,0,0.125,-7.5,79.44,1,0
1996-02-06 05:00:00,0,0.875,-7.9,79.86,1.5,0
1996-02-06 06:00:00,0,1,-7.8,80.71,1.5,0
1996-02-06 07:00:00,0,1,-7.4,81.39,2.6,0
1996-02-06 08:00:00,13.9,0.875,-7.7,80.67,2.6,0
1996-02-06 09:00:00,66.72,0.5,-7.5,79.44,2.1,0
1996-02-06 10:00:00,116.76,1,-7.1,78.69,1,0
1996-02-06 11:00:00,208.5,0.375,-6,74.9,1,0
1996-02-06 12:00:00,433.68,0.125,-3.5,61.39,1,0
1996-02-06 13:00:00,414.22,0,-1.4,56.01,1.5,0
1996-02-06 14:00:00,350.28,0.25,-1.9,55.85,1.5,0
1996-02-06 15:00:00,241.86,0.25,-2.2,60.36,1.5,0
1996-02-06 16:00:00,86.18,0.375,-2.3,58.87,1.5,0
1996-02-06 17:00:00,22.24,0.25,-3.8,64.95,1.5,0
1996-02-06 18:00:00,0,0.375,-4.9,69.37,2.6,0
1996-02-06 19:00:00,0,0,-5.7,74.95,2.1,0
1996-02-06 20:00:00,0,0,-6.4,78.27,1.5,0
1996-02-06 21:00:00,0,0,-6.8,82.06,2.1,0
1996-02-06 22:00:00,0,0,-6.8,83.97,1.5,0
1996-02-06 23:00:00,0,0,-7.6,84.68,1,0
1996-02-07 00:00:00,0,0,-7.8,88.64,1,0
1996-02-07 01:00:00,0,0.875,-7.9,90.8,1.5,0
1996-02-07 02:00:00,0,0.875,-7.2,90.79,0.5,0
1996-02-07 03:00:00,0,0.875,-6.7,90.88,1,0
1996-02-07 04:00:00,0,1,-6.4,90.92,0.5,0
1996-02-07 05:00:00,0,1,-6.2,90.84,0.5,0
1996-02-07 06:00:00,0,1,-5.8,90.88,0.5,0
1996-02-07 07:00:00,0,1,-5.7,91.69,1,0
1996-02-07 08:00:00,11.12,1,-5.4,93.05,1.5,0
1996-02-07 09:00:00,33.36,1,-5.1,93.11,1,0
1996-02-07 10:00:00,80.62,1,-4.4,92.4,1,0
1996-02-07 11:00:00,177.92,1,-2.7,91.36,2.1,0
1996-02-07 12:00:00,261.32,0.875,-1.7,90.05,2.1,2e-04
1996-02-07 13:00:00,330.82,0.375,0.5,84.45,1,0
1996-02-07 14:00:00,319.7,0.125,1.6,75.26,2.1,0
1996-02-07 15:00:00,230.74,0.625,1.2,75.65,0.5,0
1996-02-07 16:00:00,100.08,0.125,1.1,73.47,1,0
1996-02-07 17:00:00,19.46,0.125,-0.1,76.66,0,0
1996-02-07 18:00:00,0,0,-1.4,86.09,2.1,0
1996-02-07 19:00:00,0,0,-1.3,85.47,3.1,0
1996-02-07 20:00:00,0,0.375,-1.6,85.53,3.1,0
1996-02-07 21:00:00,0,0.5,-2.1,85.3,2.1,0
1996-02-07 22:00:00,0,0.875,-2.8,84,2.1,0
1996-02-07 23:00:00,0,0.875,-3.5,83.84,2.6,0
1996-02-08 00:00:00,0,0.875,-3.8,83.79,2.1,0
1996-02-08 01:00:00,0,1,-3.9,83.76,2.1,0
1996-02-08 02:00:00,0,1,-4,83.07,1.5,0
1996-02-08 03:00:00,0,1,-4.4,81.75,2.1,0
1996-02-08 04:00:00,0,1,-4.5,81.69,2.6,0
1996-02-08 05:00:00,0,1,-4.5,81.69,2.1,0
1996-02-08 06:00:00,0,1,-4.6,82.99,2.1,1e-04
1996-02-08 07:00:00,0,1,-4.9,87.71,1.5,0
1996-02-08 08:00:00,8.34,1,-4.9,87.71,1,0
1996-02-08 09:00:00,55.6,1,-4.6,88.97,1,0
1996-02-08 10:00:00,72.28,1,-4.3,88.33,1,0
1996-02-08 11:00:00,83.4,1,-3.9,91.18,1,0
1996-02-08 12:00:00,91.74,1,-3.2,92.54,0.5,0.002
1996-02-08 13:00:00,136.22,0,-2.2,92.66,2.1,0
1996-02-08 14:00:00,94.52,0,-2.1,94.08,3.1,0
1996-02-08 15:00:00,69.5,0,-2.2,97.66,2.6,0
1996-02-08 16:00:00,38.92,0,-2.1,99.8,3.6,0
1996-02-08 17:00:00,13.9,1,-2.2,99.96,3.1,0
1996-02-08 18:00:00,0,1,-2.1,95.6,3.1,0.002
1996-02-08 19:00:00,0,1,-2.2,94.77,2.1,0
1996-02-08 20:00:00,0,1,-2,94.9,2.1,0
1996-02-08 21:00:00,0,1,-2.1,96.94,2.6,0
1996-02-08 22:00:00,0,1,-2,96.98,1.5,0
1996-02-08 23:00:00,0,1,-2,98.5,1.5,0
1996-02-09 00:00:00,0,1,-2.2,99.96,2.1,3e-04
1996-02-09 01:00:00,0,1,-1.9,99.85,2.1,0
1996-02-09 02:00:00,0,1,-1.9,96.27,2.1,0
1996-02-09 03:00:00,0,1,-1.9,96.27,2.1,0
1996-02-09 04:00:00,0,1,-1.9,96.27,1.5,0
1996-02-09 05:00:00,0,1,-2.3,97.02,1.5,0
1996-02-09 06:00:00,0,0.875,-2.6,97.02,1,1e-04
1996-02-09 07:00:00,0,0.875,-3,96.89,1,0
1996-02-09 08:00:00,19.46,0.625,-2.8,96.86,1.5,0
1996-02-09 09:00:00,141.78,0.125,-1.9,91.38,1.5,0
1996-02-09 10:00:00,294.68,0.5,-0.2,81.37,2.1,0
1996-02-09 11:00:00,314.14,0.75,0.2,74.37,1.5,0
1996-02-09 12:00:00,236.3,0.25,0.8,70.75,1.5,0
1996-02-09 13:00:00,378.08,0.75,1.8,62.83,1.5,0
1996-02-09 14:00:00,366.96,0.875,1.8,60.53,1,0
1996-02-09 15:00:00,244.64,0.875,1.6,59.07,2.1,0
1996-02-09 16:00:00,102.86,0.875,0.9,53.68,2.1,0
1996-02-09 17:00:00,30.58,0.5,-0.4,65.2,2.1,0
1996-02-09 18:00:00,0,0.375,-1.3,68.01,1.5,0
1996-02-09 19:00:00,0,0.875,-2.2,71.13,2.1,0
1996-02-09 20:00:00,0,1,-2.6,72.67,2.1,0
1996-02-09 21:00:00,0,1,-2.6,72.07,1.5,0
1996-02-09 22:00:00,0,1,-3.6,77.64,1.5,0
1996-02-09 23:00:00,0,1,-3.9,83.76,1,0
1996-02-10 00:00:00,0,1,-3.9,88.34,2.1,0
1996-02-10 01:00:00,0,1,-4.1,88.35,1,0
1996-02-10 02:00:00,0,1,-4,91.2,1.5,0
1996-02-10 03:00:00,0,1,-4.2,90.35,0.5,0
1996-02-10 04:00:00,0,1,-3.7,91.11,1,0
1996-02-10 05:00:00,0,1,-3.4,91.83,1,0
1996-02-10 06:00:00,0,1,-3.5,92.52,0.5,0
1996-02-10 07:00:00,0,1,-3.3,92.61,0,0
1996-02-10 08:00:00,11.12,1,-2.9,91.92,1.5,0
1996-02-10 09:00:00,27.8,1,-2.5,90.02,0.5,0
1996-02-10 10:00:00,100.08,1,-1.4,92.08,1.5,0
1996-02-10 11:00:00,200.16,1,0.4,84.43,0.5,0
1996-02-10 12:00:00,113.98,0,0.4,85.06,1,0
1996-02-10 13:00:00,119.54,1,1,86.49,1,0
1996-02-10 14:00:00,108.42,1,1.2,85.86,1,0
1996-02-10 15:00:00,50.04,1,1.4,86.56,0,0
1996-02-10 16:00:00,55.6,1,1.8,87.85,1,0
1996-02-10 17:00:00,16.68,0.5,1.6,89.7,1,0
1996-02-10 18:00:00,0,0.375,0.7,92.89,1.5,0
1996-02-10 19:00:00,0,0,-0.2,97.81,0.5,0
1996-02-10 20:00:00,0,0,-0.3,99.86,1,0
1996-02-10 21:00:00,0,0,-0.5,99.96,1.5,0
1996-02-10 22:00:00,0,0,-0.2,99.97,1.5,0
1996-02-10 23:00:00,0,0,-1.1,99.83,0.5,0
1996-02-11 00:00:00,0,0,-2.3,99.93,1.5,0
1996-02-11 01:00:00,0,0,-2.7,99.94,1.5,0
1996-02-11 02:00:00,0,0,-2.8,99.88,1.5,0
1996-02-11 03:00:00,0,0,-2.7,99.94,2.1,0
1996-02-11 04:00:00,0,0,-2.4,99.89,2.1,0
1996-02-11 05:00:00,0,0,-2.8,99.88,1,0
1996-02-11 06:00:00,0,1,-2.7,99.94,1,0
1996-02-11 07:00:00,0,0,-2.6,99.8,0.5,0
1996-02-11 08:00:00,19.46,1,-1.8,99.86,0.5,0
1996-02-11 09:00:00,80.62,0.875,-1.4,99.87,1,0
1996-02-11 10:00:00,130.66,0.875,-0.3,99.86,0,0
1996-02-11 11:00:00,161.24,0.875,1,100,0,0
1996-02-11 12:00:00,208.5,1,3.1,100,1,0
1996-02-11 13:00:00,155.68,0.875,3,100,3.1,0
1996-02-11 14:00:00,222.4,0.875,4.3,83.14,4.1,0
1996-02-11 15:00:00,177.92,0.875,4.1,78.45,2.6,0
1996-02-11 16:00:00,127.88,0.875,4.7,74.17,1.5,0
1996-02-11 17:00:00,38.92,0.875,3.8,77.37,2.1,0
1996-02-11 18:00:00,0,0.75,2.8,85.44,1,0
1996-02-11 19:00:00,0,0.5,1.8,87.13,1.5,0
1996-02-11 20:00:00,0,0.5,2,89.73,2.1,0
1996-02-11 21:00:00,0,0.75,1.7,88.48,2.1,0
1996-02-11 22:00:00,0,0.625,1.7,89.79,1.5,0
1996-02-11 23:00:00,0,0.625,1.7,91.67,2.1,0
1996-02-12 00:00:00,0,1,2.4,87.21,2.6,0
1996-02-12 01:00:00,0,1,1.6,96.41,2.1,0
1996-02-12 02:00:00,0,0.75,1.5,100,2.6,0
1996-02-12 03:00:00,0,0.375,1.4,99.28,1.5,0
1996-02-12 04:00:00,0,0.875,0.6,99.99,1,0
1996-02-12 05:00:00,0,0.875,1.1,99.93,1.5,0
1996-02-12 06:00:00,0,0.875,1.4,97.8,1.5,1e-04
1996-02-12 07:00:00,0,0.875,1.1,95.7,1,0
1996-02-12 08:00:00,38.92,1,1.3,95.08,1,0
1996-02-12 09:00:00,133.44,1,2.6,81.09,1.5,0
1996-02-12 10:00:00,158.46,1,3.2,77.2,2.1,0
1996-02-12 11:00:00,158.46,1,3.4,76.63,1.5,0
1996-02-12 12:00:00,130.66,1,3.5,71.25,2.1,0
1996-02-12 13:00:00,152.9,1,3.9,62.95,0.5,0
1996-02-12 14:00:00,94.52,1,4,58.45,1,0
1996-02-12 15:00:00,61.16,1,5,65.18,2.1,0
1996-02-12 16:00:00,19.46,1,3.3,84.28,2.1,0
1996-02-12 17:00:00,2.78,1,2.1,91.06,4.6,0
